022001212222022121202001201	0.518519
110211111111012011002221221	0.444444
112220001122200202101120022	0.592593
120000111211201212122222020	0.592593
210121202010220010012001002	0.555556
212001112001100202012121112	0.592593
111202020101020000020121000	0.481481
010001220211200010222000221	0.555556
112020122210120112002202112	0.592593
111220011001012111111100020	0.481481
220111101010022210121101011	0.518519
000222001012000022222121102	0.592593
220120002020102022221111102	0.592593
002011000121001102120002020	0.481481
201212111001212021221111102	0.518519
020020100212001002200022102	0.481481
020220002122020011000102202	0.518519
101111122211001110122012022	0.518519
102002101200002100111010221	0.555556
110202110101202000201001210	0.555556
201211212010001200221121021	0.62963
020210222112002112020202120	0.555556
001121221222100200021010222	0.592593
221001222121020121201111200	0.62963
011002101200020121220200111	0.592593
011212020120000000020110101	0.481481
100012101201001000212002211	0.555556
011201120012100020122222120	0.62963
110111010211210202122110002	0.555556
102102021012000211010202012	0.592593
011111100112000202010210202	0.592593
001012000221112110122121202	0.62963
111212120021222111022001112	0.555556
112102111112200022102202021	0.62963
201002112211201111212002110	0.555556
102121212000000122201101121	0.62963
210002020112121022001102100	0.592593
020120001100201210010211211	0.592593
102121220020021020211122002	0.592593
202121222000010012100210220	0.592593
000202000212020002201221221	0.555556
110220002002010220201020100	0.481481
220112100110001222000002010	0.518519
001220212202200212122012211	0.518519
021001010000001101222110112	0.555556
000000020200001100200010002	0.259259
211010111011112010221101011	0.407407
000122200001210010012211101	0.555556
022101020212022100112010002	0.592593
202222220022122202112000221	0.407407
111020111101201212111111212	0.37037
212120222020010220011022220	0.518519
022200222021222210222122102	0.37037
001000120000120002001001121	0.407407
201222201221120212112022001	0.518519
120010000000000010211211002	0.407407
021110100101202222022111202	0.62963
011020022010002012012000111	0.518519
011212222011200002010112112	0.62963
Average: 0.537979
