01110010010111111011001001000000	0.46875
01110001111011100011101010101111	0.375
00000000110011011101111101000000	0.40625
10011011100011011100011101100000	0.5
11111101001110100110110100010010	0.4375
01001111011100010110000101010100	0.46875
11011000000100000110001011100001	0.375
11010011010001011001011100000000	0.40625
11000101001011010111000100000000	0.375
10100111010000011011000100000000	0.34375
00001011100100010110001100100000	0.34375
11101111001011110100101011000000	0.46875
01101101110101001111011111000000	0.4375
10010000110000010101101101000000	0.34375
10000000100101111011000101000000	0.34375
01100101110011000111011111000001	0.46875
00000011011100100110000011011111	0.46875
00110011111000100011101110000001	0.46875
11010101010010111110000010000000	0.40625
10101100110001111111010011010111	0.375
00000100111011011000010111111001	0.5
10101010010010100110100001111010	0.46875
01011011100111110010110101001101	0.40625
00110000000001010001111111000000	0.34375
00001000100011110011111010001000	0.40625
01101011000011011100011110000100	0.46875
00110010111011100101100011000100	0.46875
00100100100101001101110001011011	0.46875
00011000011110111100000110100000	0.40625
11000110110001110011011011100111	0.40625
00010010011111110000101001010000	0.40625
11011100011100110111000110111001	0.40625
01100000100001011001010100000000	0.28125
11101011010100110111001100000000	0.46875
10100110111100111110100011100000	0.46875
10010010111101110010111111000000	0.46875
01101111110000010100001101000000	0.40625
Average: 0.419764
